Batch No:0
Requestid				T									D
[16816]				24.5070907876									0
[16817]				20.8984183522									0
[16818]				23.6627613684									0
[16810]				65.0918174953									40.4428806763
[16819]				14.7534004722									0
[16820]				5.0									0
[16821]				9.4134301024									0
[16822]				12.0399093368									0
[16823]				5.49290408762									0
[16824]				8.20552873696									0
[16825]				7.2369814759									0
[16826]				9.77606564393									0
[16827]				12.1116192123									0
[16828]				14.9781507434									0
[16829]				12.4533677921									0
[16830]				13.2822685822									0
[16831]				13.5211243103									0
[16832]				8.53442197765									0
[16833]				13.3316509016									0
[16834]				8.72108601466									0
[16835]				5.0									0
[16836]				5.0									0
[16837]				6.37374017629									0
[16838]				5.0									0
[16839]				9.58702948733									0
[16840]				5.0									0
[16841]				5.0									0
[16842]				5.0									0
[16843]				8.93457839677									0
[16844]				5.0									0
[16845]				7.55082846206									0
[16846]				7.73640475943									0
[16847]				5.0									0
[16848]				6.92341609597									0
[16849]				10.6256617308									0
[16850]				7.71222939681									0
[16851]				8.93213986683									0
[16852]				12.6183210261									0
[16853]				17.6129875264									0
[16854]				15.5588758261									0
[16855]				13.0811696906									0
[16856]				5.0									0
[16857]				5.0									0
[16858]				6.23931049087									0
[16859]				5.0									0
[16860]				8.59643825082									0
[16861]				8.5349284543									0
[16862]				11.5397352568									0
[16863]				14.7078385494									0
[16864]				13.1049150339									0
[16865]				5.0									0
[16866]				8.40255571138									0
[16867]				9.76027667125									0
[16868]				12.0094443208									0
[16869]				14.0299063575									0
[16870]				13.3114524136									0
[16871]				5.0									0
[16872]				5.0									0
[16873]				5.0									0
[16874]				7.10496805557									0
[16875]				10.917978389									0
[16876]				14.772874554									0
[16877]				10.2899931201									0
[16878]				15.0695330236									0
[16879]				12.4000157863									0
[16880]				7.90753166789									0
[16881]				11.037792338									0
[16882]				5.0									0
[16883]				8.73797454781									0
[16884]				8.2135665586									0
[16885]				5.0									0
[16886]				5.0									0
[16887]				9.6215020856									0
[16888]				7.9131783288									0
[16889]				11.6427045723									0
[16890]				5.0									0
[16891]				5.0									0
[16892]				5.0									0
[16893]				5.0									0
[16894]				5.0									0
[16895]				5.0									0
[16896]				5.0									0
[16897]				9.3875311693									0
[16898]				7.70598400965									0
[16899]				8.90572283146									0
[16900]				11.6329120553									0
[16901]				5.0									0
[16902]				5.0									0
[16903]				9.09048065687									0
[16904]				13.1461727795									0
[16905]				17.4689236944									0
[16906]				6.72005310524									0
[16907]				5.0									0
[16908]				7.50574837439									0
[16909]				8.84523326246									0
[16910]				13.1468225138									0
[16911]				17.221247129									0
[16912]				9.69096068351									0
[16913]				5.0									0
[16914]				8.44251609636									0
[16915]				6.31194289592									0
[16916]				5.0									0
[16917]				6.1481211046									0
[16918]				6.5919586079									0
[16919]				5.35252565001									0
[16920]				8.96421691304									0
[16921]				5.0									0
[16922]				9.12504816594									0
[16923]				13.9528594415									0
[16924]				17.2980129286									0
Batch No:44
Requestid				T									D
[16925]				16.3947912187									0
[16926]				20.8664467677									0
[16928]				16.2229593637									0
[16929]				20.1561148735									0
[16927]				35.4435754756									22.4906739014
[16930]				10.3164836087									0
[16931]				10.1307465962									0
[16932]				13.3512414079									0
[16933]				17.5329976299									0
[16934]				21.1688796332									0
[16935]				24.3793276273									0
[16936]				11.4165807218									0
[16937]				10.3032806435									0
[16938]				5.60248338086									0
[16939]				7.18875785026									0
[16940]				5.0									0
[16941]				8.30545395412									0
[16942]				12.4672356869									0
[16943]				9.61762380377									0
[16944]				12.1601824134									0
[16945]				7.61600431745									0
[16946]				5.0									0
[16947]				8.44997823327									0
[16948]				10.1408839635									0
[16949]				8.4185808546									0
[16950]				5.7562748752									0
[16951]				6.37715158427									0
[16952]				5.0									0
[16953]				5.0									0
[16954]				6.36735622496									0
[16955]				5.0									0
[16956]				7.72370413135									0
[16957]				8.69788027639									0
[16958]				5.0									0
[16959]				9.09482955172									0
[16960]				5.0									0
[16961]				9.54950676025									0
[16962]				11.5189609974									0
[16963]				5.0									0
[16964]				6.98079560229									0
[16965]				10.6184364051									0
[16966]				9.22944486456									0
[16967]				13.9949136884									0
[16968]				14.3851076967									0
[16969]				5.28506581423									0
[16970]				5.0									0
[16971]				7.93688892812									0
[16972]				6.30029641865									0
[16973]				7.0121822668									0
[16974]				7.79595978076									0
[16975]				5.0									0
[16976]				5.0									0
[16977]				5.0									0
[16978]				9.4846179626									0
[16979]				8.44536513918									0
[16980]				12.9692334109									0
[16981]				13.682747145									0
[16982]				17.1434760991									0
[16983]				21.2015576176									0
[16985]				25.034244586									0.70787104762
[16988]				23.330494704									0
[16986]				34.3164961743									10.2960103478
[16984]				41.1807812938									18.2423526607
[16987]				41.4450974896									22.0015280319
[16989]				21.5248945207									0
[16990]				20.2147486278									0
[16991]				23.7948224776									0
[16992]				23.4283484086									0
[16993]				27.7510289479									2.89253981596
[16994]				19.1646650679									0
[16995]				21.5526183539									0
[16996]				18.0598740137									0
[16997]				11.280649827									0
[16998]				10.62796238									0
[16999]				5.0									0
[17000]				5.0									0
[17001]				8.10444471588									0
[17002]				10.5340249731									0
[17003]				14.0849383576									0
[17004]				6.69548254777									0
[17005]				9.358844687									0
[17006]				5.0									0
[17007]				8.76973815974									0
[17008]				7.29070095351									0
[17009]				9.86357860113									0
[17010]				8.9908594578									0
[17011]				12.6239866595									0
[17012]				8.39185615699									0
[17013]				5.0									0
[17014]				5.0									0
[17015]				5.61073648522									0
[17016]				5.0									0
[17017]				5.0									0
[17018]				8.42485783744									0
[17019]				12.1964558144									0
[17020]				14.6127918736									0
[17021]				19.0928740972									0
[17022]				23.9152395549									0
[17024]				22.5124705842									0
[17025]				27.5070391413									3.6583906719
[17023]				38.6116055918									14.7104045218
[17031]				24.703550506									0
[17029]				37.6755075046									13.3937776152
[17028]				45.8767338225									21.7144195234
[17027]				51.137108252									26.514137714
[17032]				41.8026657937									17.5812609762
[17033]				34.4420201639									10.9577367946
[17030]				58.6171783881									34.3118052587
[17035]				23.0370467844									0
[17034]				40.0314234811									21.0093882617
[17026]				82.48246459									58.7663860024
[17036]				23.2042372203									0
[17037]				22.7914895312									0
[17038]				25.0995547448									3.23152488726
[17039]				5.0									0
[17040]				8.69886550526									0
[17041]				5.0									0
[17042]				5.0									0
[17043]				5.0									0
[17044]				5.51435799475									0
[17045]				5.22082244145									0
[17046]				10.0946348087									0
[17047]				12.3054739031									0
[17048]				16.4612868545									0
[17049]				10.0621330231									0
[17050]				5.0									0
[17051]				5.0									0
[17052]				5.0									0
[17053]				7.16554194241									0
[17054]				5.0									0
[17055]				6.97776181814									0
[17056]				11.6163122805									0
[17057]				13.7704853972									0
[17058]				8.05922884194									0
[17059]				10.9696477307									0
[17060]				15.6062906489									0
[17061]				18.1178774556									0
[17062]				22.8060014855									0
[17063]				16.213249807									0
[17064]				9.25763595745									0
[17065]				12.4185879828									0
[17066]				15.9354554325									0
[17067]				20.8243857145									0
[17068]				16.0361842487									0
[17069]				18.5662340802									0
[17070]				22.8819739567									0
[17071]				27.0015225945									4.01284153313
[17072]				15.1175976506									0
[17073]				19.5047929462									0
[17074]				8.74031820726									0
[17075]				11.0572378011									0
[17076]				5.20498466243									0
[17077]				9.78013697888									0
[17078]				14.6298544828									0
[17079]				8.34311409965									0
[17080]				11.4232885029									0
[17081]				11.7023544273									0
[17082]				6.60850281274									0
[17083]				7.21029034443									0
[17084]				5.0									0
[17085]				6.05879813473									0
[17086]				7.60717044484									0
[17087]				5.3502019045									0
[17088]				7.47325169385									0
[17089]				11.1194599087									0
[17090]				11.8101629203									0
[17091]				16.7839342089									0
[17092]				20.1290189734									0
[17093]				23.279481511									0
[17094]				27.7201856844									3.32755517484
[17095]				26.9267378993									11.4467886847
[17096]				18.9595957811									0
[17097]				21.387312132									0
[17098]				22.492131796									0
[17099]				23.9319650408									0
[17100]				24.609188736									0
[17102]				24.2304519138									0
[17103]				27.6396387028									4.38764969795
[17104]				30.1411569312									6.13040858493
[17101]				43.0236737156									18.08590008
[17106]				33.5119920081									8.9875873397
[17105]				38.6075554873									14.5776017855
[17108]				23.6277077779									0
[17107]				41.429894382									17.6429129745
[17109]				22.2058932164									0
[17110]				14.0181152993									0
[17111]				14.6881504935									0
[17112]				18.1239606575									0
[17113]				17.7172363542									0
[17114]				17.3634819614									0
[17115]				15.5571916633									0
[17116]				15.9556038715									0
[17117]				20.2093283969									0
[17118]				23.0755066567									0
[17119]				17.5084059493									0
[17120]				14.6498150402									0
[17121]				7.9152265116									0
[17122]				5.9359478704									0
[17123]				6.75388048062									0
[17124]				6.04650112026									0
[17125]				5.0									0
[17126]				5.0									0
[17127]				5.0									0
[17128]				8.32443725016									0
[17129]				5.0									0
[17130]				7.12775333984									0
[17131]				6.19614949434									0
[17132]				5.0									0
[17133]				8.51618470844									0
[17134]				5.60064851877									0
[17135]				10.5170574306									0
[17136]				15.3561667778									0
[17137]				15.1443553367									0
[17138]				16.8481967603									0
[17139]				21.4525525663									0
[17140]				23.0183133447									0
[17141]				24.9478590845									0
[17142]				10.7034171204									0
[17143]				9.51156151594									0
[17144]				13.3661238719									0
[17145]				5.03683095219									0
[17146]				7.23948534834									0
[17147]				7.65030288305									0
[17148]				9.10815195403									0
[17149]				6.34328267595									0
[17150]				7.61480104065									0
[17151]				10.060993133									0
[17152]				6.17135660382									0
[17153]				5.0									0
[17154]				8.13215225798									0
[17155]				11.5743854669									0
[17156]				10.1770211784									0
[17157]				9.07940139087									0
[17158]				8.29623455393									0
[17159]				5.0									0
[17160]				7.69053021267									0
[17161]				5.0									0
[17162]				5.10334511872									0
[17163]				9.28704734636									0
[17164]				5.0									0
[17165]				5.0									0
[17166]				9.76407055714									0
[17167]				14.6403715557									0
[17168]				13.9853158819									0
[17169]				13.3428312676									0
[17170]				18.3195185149									0
[17171]				21.6067183606									0
[17172]				13.4136795862									0
[17173]				15.4794240802									0
[17174]				14.8370677718									0
[17175]				18.9252684003									0
[17176]				9.93611089124									0
[17177]				13.9878543821									0
[17178]				17.1973504634									0
[17179]				17.7473473561									0
[17180]				13.7142420275									0
[17181]				11.5065175215									0
[17182]				5.0									0
[17183]				5.0									0
[17184]				7.15752087331									0
[17185]				9.67839577132									0
[17186]				12.2688701215									0
[17187]				16.2495198877									0
[17188]				15.0925463995									0
[17189]				5.80814529386									0
[17190]				5.0									0
[17191]				5.0									0
[17192]				6.46677294666									0
[17193]				9.38481828455									0
[17194]				13.2961712214									0
[17195]				15.6162609078									0
[17196]				15.1337851291									0
[17197]				14.4950286187									0
[17198]				5.9871967919									0
[17199]				9.31520638701									0
[17200]				5.0									0
[17201]				7.69339286431									0
[17202]				5.0									0
[17203]				5.0									0
[17204]				9.15886202121									0
[17205]				5.0									0
[17206]				5.0									0
[17207]				9.29574654649									0
[17208]				9.65476867839									0
[17209]				11.9911710779									0
[17210]				15.5989895526									0
[17211]				8.29531971781									0
[17212]				5.0									0
[17213]				8.77714856972									0
[17214]				7.68582090248									0
[17215]				11.2421003317									0
[17216]				7.09337071484									0
[17217]				10.1231409813									0
[17218]				10.186549056									0
[17219]				5.0									0
[17220]				5.0									0
[17221]				5.0									0
[17222]				9.27774671248									0
[17223]				9.29365816116									0
[17224]				12.7221935987									0
[17225]				15.6864734996									0
[17226]				14.7415090935									0
[17227]				19.2616765846									0
[17228]				22.3504822187									0
[17230]				23.9671423418									0
[17231]				20.4994602971									0
[17232]				23.7358415818									0
[17229]				40.8832267097									16.1094046107
[17233]				12.8936207623									0
[17234]				13.159231319									0
[17235]				17.3755483762									0
[17236]				19.8705619781									0
[17237]				23.0568985026									0
[17238]				24.973355337									0
[17240]				26.5397340339									3.63929324162
[17243]				25.3601400757									1.31481487288
[17244]				24.3655070063									0
[17242]				36.5445198859									12.058001149
[17246]				24.3456527021									0
[17248]				25.7919228214									0.840139559514
[17239]				59.3858352612									35.1825292566
[17245]				45.4725610983									21.1679645313
[17249]				19.6658401169									0
[17241]				70.8681821208									46.8316396333
[17250]				24.0369272459									0
[17253]				23.5324311658									0
[17251]				30.8339399278									5.97997029145
[17254]				32.5902218306									7.61427731167
[17247]				74.0538363134									51.1857852207
[17252]				45.4632966708									22.2050769826
[17255]				32.6997984465									11.1834973611
[17256]				16.9921097908									0
[17257]				21.3960705676									0
[17258]				22.8034948018									0
[17259]				23.2032103533									0
[17260]				24.8128249984									0
[17261]				24.5584728711									0
[17262]				28.902232454									5.20212999416
[17264]				23.571724318									0
[17266]				22.0759716387									0
[17263]				37.0785448416									12.4324657272
[17268]				23.4435362031									0
[17267]				34.5268987659									11.0621642329
[17265]				46.2940615379									23.6623367597
[17269]				22.7889468028									0
[17270]				9.98148698933									0
[17271]				5.80525764414									0
[17272]				5.0									0
[17273]				9.90979707202									0
[17274]				13.9060715742									0
[17275]				6.79501121215									0
[17276]				5.0									0
[17277]				7.77695681577									0
[17278]				12.7483196907									0
[17279]				5.0									0
[17280]				6.31838822177									0
[17281]				5.0									0
[17282]				5.0									0
[17283]				5.0									0
[17284]				8.54897576886									0
[17285]				13.0989940791									0
[17286]				10.4133747102									0
[17287]				8.69675443153									0
[17288]				10.7774784783									0
[17289]				14.0737955767									0
[17290]				5.0									0
[17291]				6.24761264272									0
[17292]				9.03765818708									0
[17293]				5.0									0
[17294]				5.0									0
[17295]				5.0									0
[17296]				5.0									0
[17297]				7.96770996576									0
[17298]				5.0									0
[17299]				6.27047993052									0
[17300]				9.87372551617									0
[17301]				5.0									0
[17302]				8.65907644281									0
[17303]				5.0									0
[17304]				6.26969723972									0
[17305]				7.08367387278									0
[17306]				5.0									0
[17307]				5.0									0
[17308]				5.0									0
[17309]				9.25358717886									0
[17310]				8.72353316254									0
[17311]				12.942239896									0
[17312]				16.1594454214									0
[17313]				13.5414287148									0
[17314]				10.0772484905									0
[17315]				5.0									0
[17316]				5.65236532249									0
[17317]				10.2623913625									0
[17318]				12.5480783424									0
[17319]				17.1243905663									0
[17320]				8.78910372703									0
[17321]				8.73084302392									0
[17322]				5.0									0
[17323]				5.0									0
[17324]				9.79329624888									0
[17325]				12.9433627215									0
[17326]				14.1442659606									0
[17327]				5.10010123093									0
[17328]				5.0									0
[17329]				5.0									0
[17330]				5.0									0
[17331]				5.0									0
[17332]				8.20557402117									0
[17333]				8.08256623469									0
[17334]				11.9875998536									0
[17335]				14.1675732683									0
[17336]				5.0									0
[17337]				7.03482270151									0
[17338]				5.0									0
[17339]				9.00385569112									0
[17340]				5.0									0
[17341]				5.0									0
[17342]				5.0									0
[17343]				9.7139971662									0
[17344]				6.42112357104									0
[17345]				5.14422121368									0
[17346]				8.15237925712									0
[17347]				7.70847625338									0
[17348]				10.2361877824									0
[17349]				12.0686601179									0
[17350]				5.0									0
[17351]				5.81173189085									0
[17352]				7.14428377402									0
[17353]				7.24813973124									0
[17354]				11.950143152									0
[17355]				5.0									0
[17356]				5.0									0
Batch No:45
Requestid				T									D
[17357]				5.0									0
[17358]				5.0									0
[17359]				5.0									0
[17360]				8.15893509357									0
[17361]				11.4228636821									0
[17362]				6.98592355025									0
[17363]				10.9460776785									0
[17364]				10.8896534872									0
[17365]				5.0									0
[17366]				5.9536026351									0
[17367]				8.40496237147									0
[17368]				10.4268773329									0
[17369]				5.0									0
[17370]				7.85798742996									0
[17371]				11.6820501311									0
[17372]				5.0									0
[17373]				7.57099876327									0
[17374]				5.0									0
[17375]				5.97185982093									0
[17376]				10.6265407074									0
[17377]				13.4972172749									0
[17378]				5.0									0
[17379]				5.0									0
[17380]				7.84213798367									0
[17381]				6.38064540307									0
[17382]				10.1399474838									0
[17383]				13.939349335									0
[17384]				10.735789784									0
[17385]				13.2209163266									0
[17386]				17.7031072056									0
[17387]				13.9630888503									0
[17388]				17.8525454203									0
[17389]				21.6768933834									0
[17390]				15.6006376499									0
[17391]				18.5669311243									0
[17392]				21.4649435149									0
[17393]				18.4484399281									0
[17394]				16.4498927296									0
[17395]				18.5639884616									0
[17396]				19.8874139627									0
[17397]				5.0									0
[17398]				6.3006981136									0
[17399]				8.70310566148									0
[17400]				7.32068850173									0
[17401]				5.0									0
[17402]				5.0									0
[17403]				5.0									0
[17404]				8.72348343853									0
[17405]				12.4571621434									0
[17406]				16.551397807									0
[17407]				5.0									0
[17408]				9.99065539212									0
[17409]				11.6518876887									0
[17410]				16.2748259009									0
[17411]				14.9054502296									0
[17412]				13.8338775162									0
[17413]				18.3255511652									0
[17414]				22.1760436441									0
[17415]				22.3835171675									0
[17416]				26.2654475865									4.39624673466
[17418]				22.8486761871									0
[17417]				35.8622719658									11.7624364837
[17419]				29.0636363205									4.1732173035
[17420]				26.2426659727									6.34088820478
[17421]				5.59411965338									0
[17422]				9.17864940497									0
[17423]				13.4731010827									0
[17424]				5.0									0
[17425]				6.60807140892									0
[17426]				5.0									0
[17427]				5.0									0
[17428]				5.0									0
[17429]				9.19945969858									0
[17430]				10.3944338669									0
[17431]				10.8209527551									0
[17432]				10.7424413939									0
[17433]				8.00305126022									0
[17434]				5.0									0
[17435]				5.0									0
[17436]				5.9876574489									0
[17437]				8.1864630597									0
[17438]				5.0									0
[17439]				6.88516632911									0
[17440]				8.84446673594									0
[17441]				6.39981341048									0
[17442]				5.0									0
[17443]				6.59566227355									0
[17444]				7.65942327524									0
[17445]				5.0									0
[17446]				6.37086596806									0
[17447]				7.95212886581									0
[17448]				6.75590692257									0
[17449]				5.0									0
[17450]				7.57369942253									0
[17451]				9.54675284779									0
[17452]				6.31515205953									0
[17453]				5.0									0
[17454]				5.0									0
[17455]				5.0									0
[17456]				9.32271142105									0
[17457]				12.3653453547									0
[17458]				11.5154173151									0
[17459]				10.9198072038									0
[17460]				15.2824686315									0
[17461]				11.667339908									0
[17462]				15.4340464145									0
[17463]				19.8771639234									0
[17464]				19.250592301									0
[17465]				20.6580011313									0
[17466]				11.0059083299									0
[17467]				15.1578266978									0
[17468]				8.20264327592									0
[17469]				7.13278809891									0
[17470]				6.44290464491									0
[17471]				5.0									0
[17472]				5.0									0
[17473]				7.46312577961									0
[17474]				5.0									0
[17475]				5.0									0
[17476]				5.0									0
[17477]				8.44701256487									0
[17478]				5.0									0
[17479]				5.0									0
[17480]				5.0									0
[17481]				7.25211433851									0
[17482]				6.08177011592									0
[17483]				7.35629109012									0
[17484]				5.0									0
[17485]				8.6303694724									0
[17486]				13.1857857064									0
[17487]				15.8657484904									0
[17488]				5.0									0
[17489]				8.03895696541									0
[17490]				5.0									0
[17491]				5.0									0
[17492]				5.0									0
[17493]				5.0									0
[17494]				7.79547158781									0
[17495]				5.0									0
[17496]				5.0									0
[17497]				9.37544083715									0
[17498]				12.9803544927									0
[17499]				13.0107733725									0
[17500]				12.3743237812									0
[17501]				11.8067252387									0
[17502]				14.0321415944									0
[17503]				12.7628059927									0
[17504]				11.0359034272									0
[17505]				8.70566297718									0
[17506]				5.0									0
[17507]				9.41382028513									0
[17508]				5.95451068778									0
[17509]				5.598702927									0
[17510]				5.0									0
[17511]				5.0									0
[17512]				7.04364277201									0
[17513]				5.0									0
[17514]				8.54742493122									0
[17515]				10.8698055964									0
[17516]				11.0814410788									0
[17517]				9.19825256318									0
[17518]				12.0268972242									0
[17519]				15.2009197034									0
[17520]				14.8730849027									0
[17521]				17.2795401483									0
[17522]				22.1045976626									0
[17523]				20.553420031									0
[17524]				18.5385742047									0
[17525]				18.2602661053									0
[17526]				21.001497706									0
[17527]				19.755295439									0
[17528]				16.3015485821									0
[17529]				17.601930634									0
[17530]				9.51854060907									0
[17531]				9.4071753907									0
[17532]				13.8011935373									0
[17533]				5.37155144301									0
[17534]				8.90805493909									0
[17535]				11.1130348879									0
[17536]				5.0									0
[17537]				5.0									0
[17538]				5.0									0
[17539]				5.0									0
[17540]				5.43633554445									0
[17541]				9.76920038072									0
[17542]				13.8255051909									0
[17543]				11.9817305237									0
[17544]				16.5482535085									0
[17545]				12.3418607786									0
[17546]				15.6015498085									0
[17547]				18.2841664826									0
[17548]				15.4672552652									0
[17549]				16.9538450587									0
[17550]				19.4918876353									0
[17551]				16.4532023434									0
[17552]				5.0									0
[17553]				5.0									0
[17554]				5.26659269995									0
[17555]				5.0									0
[17556]				5.0									0
[17557]				7.59379189141									0
[17558]				7.65054115461									0
[17559]				9.32870151859									0
[17560]				13.2314574548									0
[17561]				9.48399199593									0
[17562]				13.5269628385									0
[17563]				10.5150649411									0
[17564]				9.77005609922									0
[17565]				13.7121191616									0
[17566]				13.0178602574									0
[17567]				9.05699704033									0
[17568]				5.77341370426									0
[17569]				5.0									0
[17570]				5.0									0
[17571]				9.03698074899									0
[17572]				5.0									0
[17573]				6.85380986234									0
[17574]				6.0649737013									0
[17575]				9.46790302973									0
[17576]				12.6006120039									0
[17577]				17.1795532194									0
[17578]				18.9165414305									0
[17579]				17.6976348861									0
[17580]				17.1455074543									0
[17581]				13.3379828323									0
[17582]				8.03168037154									0
[17583]				5.1326498266									0
[17584]				5.0									0
[17585]				8.63376683671									0
[17586]				5.0									0
[17587]				7.35420347501									0
[17588]				5.0									0
[17589]				5.0									0
[17590]				7.71888786693									0
[17591]				10.3763442463									0
[17592]				13.7221348806									0
[17593]				15.3205795975									0
[17594]				7.71481871785									0
[17595]				6.7878646645									0
[17596]				5.0									0
[17597]				7.33082225248									0
[17598]				11.2431228681									0
[17599]				5.0									0
[17600]				5.0									0
[17601]				5.0									0
[17602]				8.98499002511									0
[17603]				13.3788253787									0
[17604]				5.0									0
[17605]				9.90072509952									0
[17606]				14.7454913227									0
[17607]				5.0									0
[17608]				7.4045216271									0
[17609]				6.75177337888									0
[17610]				5.0									0
[17611]				8.77706449015									0
[17612]				5.0									0
[17613]				8.80306645375									0
[17614]				10.0333036168									0
[17615]				6.0965765265									0
[17616]				7.08954901606									0
[17617]				11.2957250296									0
[17618]				14.8212890804									0
[17619]				12.1314617292									0
[17620]				13.6904303187									0
[17621]				16.871474564									0
[17622]				5.0									0
[17623]				9.87121742674									0
[17624]				11.4928439561									0
[17625]				12.1126102954									0
[17626]				11.913164899									0
[17627]				12.2850329621									0
[17628]				13.1702932455									0
[17629]				16.6903202129									0
[17630]				9.61710930946									0
[17631]				5.0									0
[17632]				9.24323776957									0
[17633]				14.0628301511									0
[17634]				16.2943007623									0
[17635]				20.2412542497									0
[17636]				22.1179598401									0
[17637]				24.6615984135									0
[17639]				24.0938505762									0
[17640]				24.3504907483									0
[17638]				35.4738666313									11.1630642714
[17641]				23.3273488223									0
[17642]				21.9769079017									0
[17643]				21.2926704175									0
[17644]				25.4323714992									4.04949336834
[17645]				11.3247138547									0
[17646]				15.6436452631									0
[17647]				19.4114431292									0
[17648]				16.4901599808									0
[17649]				20.3327259344									0
[17650]				22.0918617299									0
[17651]				24.3249665509									0
[17652]				26.5860592213									4.88743885586
[17653]				26.3815285184									7.03031526618
[17654]				19.9527195937									0
[17655]				22.9321626399									0
[17656]				27.8747906043									3.0551457504
[17657]				23.6315893709									0
[17658]				26.4100649248									2.55211186117
[17660]				24.7771842476									0
[17659]				31.748172906									10.9673516275
[17662]				21.2918272993									0
[17665]				25.4373671861									0.655385720383
[17661]				43.7157222624									19.1501181755
[17670]				28.0039039614									3.27389583331
[17667]				35.781476241									11.4601893435
[17676]				24.8721700111									0
[17675]				31.320949607									6.74384742048
[17674]				36.3403608394									11.3977608787
[17664]				60.6917124698									36.1794177098
[17673]				48.1593825835									23.4836098184
[17677]				49.8155828304									26.2656887493
[17668]				70.3263867508									45.9417263334
[17681]				23.9516216101									0
[17680]				32.7326552658									7.81582449615
[17678]				66.1292147827									41.8575974089
[17666]				92.5555044873									67.6825569876
[17672]				86.5721883837									62.6040240752
[17686]				24.3761423704									0
[17682]				49.8600982019									25.3924075861
[17690]				32.0049482602									7.25849546804
[17684]				41.3980737761									16.4031182397
[17683]				55.8902365081									31.4381636648
[17685]				50.8651809798									25.9076964541
[17691]				41.1906450212									16.5760435326
[17671]				132.326679065									108.562650281
[17692]				23.7833139099									0
[17687]				68.820408942									43.9592583476
[17679]				124.234766003									99.9142214257
[17694]				34.8011126595									10.017813976
[17688]				82.5862555872									59.3129912964
[17663]				171.013284517									146.455743648
Batch No:46
Requestid				T									D
[17698]				37.8094833464									12.9719963816
[17699]				38.009708082									13.4392831384
[17702]				28.7550064074									4.22191193562
[17700]				46.6326131082									21.9944875314
[17669]				188.097641245									163.610007527
[17689]				117.335675708									92.4155185676
[17696]				69.358341667									44.473701361
[17697]				73.5065517735									48.5373824764
[17695]				79.766429003									55.1766322237
[17701]				72.9258515747									48.0522155482
[17705]				28.0731552018									3.48807785157
[17703]				54.7439825199									29.8878601784
[17704]				48.7802263967									24.9509697749
[17706]				24.9987025231									0
[17693]				120.421540404									97.82108863
[17708]				23.2110960119									0
[17709]				25.5241605085									3.46764734128
[17707]				43.6522142862									20.3394382127
[17710]				20.2227457617									0
[17711]				21.7502156902									0
[17713]				16.4622635939									0
[17712]				31.1557607556									15.3421398198
[17714]				16.2566218607									0
[17715]				15.756429581									0
[17716]				12.3888326141									0
[17717]				8.15604485096									0
[17718]				5.0									0
[17719]				5.0									0
[17720]				5.0									0
[17721]				8.13840430694									0
[17722]				5.32386233774									0
[17723]				5.0									0
[17724]				6.35923449855									0
[17725]				9.21961374975									0
[17726]				13.4259607705									0
[17727]				17.842525402									0
[17728]				20.2777258817									0
[17729]				23.1606631565									0
[17730]				19.8236874619									0
[17731]				20.2711238211									0
[17732]				23.524341523									0
[17733]				25.4278109908									0.50083248927
[17734]				20.3477756768									0
[17735]				14.7431980156									0
[17736]				5.0									0
[17737]				5.0									0
[17738]				5.0									0
[17739]				5.0									0
[17740]				7.76067674339									0
[17741]				12.5208155475									0
[17742]				14.5470801994									0
[17743]				18.2670639483									0
[17744]				9.32686319298									0
[17745]				11.3153236592									0
[17746]				13.730525809									0
[17747]				14.4383699391									0
[17748]				10.5148515635									0
[17749]				5.25501735718									0
[17750]				7.92124078645									0
[17751]				5.0									0
[17752]				5.0									0
[17753]				8.56575019479									0
[17754]				12.5550003967									0
[17755]				5.0									0
[17756]				5.0									0
[17757]				7.16192438148									0
[17758]				5.0									0
[17759]				5.0									0
[17760]				5.0									0
[17761]				5.0									0
[17762]				5.0									0
[17763]				5.0									0
[17764]				9.89937425147									0
[17765]				12.1950647525									0
[17766]				16.4589625389									0
[17767]				19.7463422107									0
[17768]				22.4483883978									0
[17769]				23.7962627496									0
[17772]				22.5222126054									0
[17771]				31.3147757285									6.44697422805
[17770]				37.2798566893									13.1588787205
[17774]				21.577482924									0
[17775]				21.9831706503									0
[17776]				25.785140763									2.06779775162
[17777]				24.2125347197									0
[17778]				27.6112915337									2.8061712929
[17773]				59.4916665037									35.6018355114
[17779]				28.333352831									3.85737420712
[17782]				24.8534310487									0
[17780]				35.1262879926									10.4470402693
[17784]				30.6645744648									6.31505217876
[17786]				22.7540547557									0
[17785]				36.8645040439									14.7329690091
[17781]				51.6103102012									29.7085779699
[17783]				53.7787318303									29.8036308788
[17787]				22.5604190391									0
[17788]				20.7233495728									0
[17789]				23.1830986727									0
[17790]				27.9006281829									3.76907068999
[17793]				21.5609570731									0
[17794]				23.8148524173									0
[17795]				22.5085113743									0
[17796]				25.2527481584									2.59578573491
[17792]				48.4186462151									30.5907735142
[17791]				56.1608672595									37.0075951434
[17797]				22.1929005045									0
[17798]				23.72739047									0
[17800]				24.3563418103									0
[17803]				21.8476566778									0
[17801]				32.4769521595									7.77124200399
[17804]				31.5117539989									7.18361687673
[17807]				26.8276412306									2.89818306817
[17799]				50.3821904449									25.5095172689
[17802]				52.3571941478									28.0750252159
[17809]				24.7084936245									0
[17811]				26.0310436492									1.15728104224
[17805]				61.3627740903									37.3475639126
[17813]				24.1127305359									0
[17808]				50.2819285507									25.9284422672
[17812]				45.9833857729									21.3950242433
[17806]				72.2388161449									47.4303060157
[17818]				38.86503274									13.9441817961
